# Git Commit History - Quant Trading System Development
# Period: 2025-08-17 to 2025-12-03
# Total Commits: 691
# Format: TIMESTAMP|HASH|MESSAGE|SOURCE_REPO

2025-09-15 07:54:15 +0900|eeae6c9|feat: 新しいデータローダーを追加し、OHLCV列名の正規化を実装|quant_trading_system
2025-09-15 07:59:57 +0900|c217a8b|Implement code changes to enhance functionality and improve performance|quant_trading_system
2025-09-15 08:00:06 +0900|a063e24|feat: カバレッジレポート用の新しいバイナリファイルを追加|quant_trading_system
2025-09-15 08:19:09 +0900|5b77717|feat: 補完処理のログ出力を改善し、プロセスプールの使用条件を明確化|quant_trading_system
2025-09-15 08:41:03 +0900|44e1ce7|Implement code changes to enhance functionality and improve performance|quant_trading_system
2025-09-15 08:41:17 +0900|fd56f01|feat: 新しいカバレッジレポート用のバイナリファイルを追加|quant_trading_system
2025-09-15 09:56:31 +0900|3c57a38|feat: システムログのクリア処理を追加し、SMA50の計算を実装|quant_trading_system
2025-09-15 11:15:08 +0900|6469983|feat: UI ログ出力の改善と Exit 件数の即時反映機能を追加|quant_trading_system
2025-09-15 11:59:08 +0900|416809c|feat: シグナル表示のメトリクス改善と候補生成のログメッセージを明確化|quant_trading_system
2025-09-15 12:14:55 +0900|c3a36a0|feat: 当日のトレード候補件数の取得ロジックを改善し、最も近い未来日の候補を考慮|quant_trading_system
2025-09-15 12:15:07 +0900|ff4a175|feat: 新しいカバレッジレポート用のバイナリファイルを追加|quant_trading_system
2025-09-15 12:48:43 +0900|ff6fcfe|feat: メトリクス通知のフォーマットを改善し、テーブル形式で表示|quant_trading_system
2025-09-15 13:04:24 +0900|a68681b|feat: システム別のTop10を個別に出力し、フィルタ条件を改善|quant_trading_system
2025-09-15 13:11:50 +0900|efe7805|feat: system7のロジックを改善し、コメントを明確化|quant_trading_system
2025-09-15 13:13:23 +0900|e07bab2|feat: メトリクス通知のフォーマットを改善し、フィールド形式で表示|quant_trading_system
2025-09-15 13:26:35 +0900|5eb7009|feat: 日本語ラベルを追加し、進捗表示を統一|quant_trading_system
2025-09-15 13:54:19 +0900|1b534a3|feat: get_today_signals_for_strategy関数のエラーハンドリングを改善し、ターゲット日付の設定を修正|quant_trading_system
2025-09-15 13:58:31 +0900|fadce51|feat: compute_today_signals関数にEODHDの計算方法に関する注記を追加|quant_trading_system
2025-09-15 14:17:03 +0900|b90103a|feat: Slack通知のメッセージ送信を改善し、ブロック形式をサポート|quant_trading_system
2025-09-15 14:30:27 +0900|87aacb4|feat: get_today_signals_for_strategy関数の候補キーの正規化を追加し、TRDlist件数の即時通知を実装|quant_trading_system
2025-09-15 14:50:06 +0900|1d8f64b|feat: Slack Web APIへの移行に伴う通知機能の改善と設定の更新|quant_trading_system
2025-09-15 15:32:52 +0900|b8efe43|feat: get_today_signals_for_strategy関数の前営業日取得方法をNYSEカレンダーに基づくように修正し、TRDlistの候補件数通知を追加|quant_trading_system
2025-09-15 15:33:04 +0900|a6888af|feat: .coverageファイルを新規作成し、カバレッジ情報を管理|quant_trading_system
2025-09-15 16:40:57 +0900|1f3df63|feat: Streamlitのチェックボックスにセッションステートを追加し、Alpaca自動発注の設定を改善|quant_trading_system
2025-09-15 16:41:12 +0900|aa53d4a|feat: .coverageファイルを新規作成し、カバレッジ情報を管理|quant_trading_system
2025-09-15 17:03:47 +0900|9241998|feat: CSV保存機能の改善とファイル名形式の選択肢を追加|quant_trading_system
2025-09-15 17:58:26 +0900|600a485|feat: Slack通知機能を追加し、未約定注文の表示機能を実装|quant_trading_system
2025-09-15 18:01:29 +0900|fbdbc84|feat: Slack通知設定の改善と再表示機能を追加|quant_trading_system
2025-09-15 18:16:36 +0900|7869698|feat: データフレームの列名を小文字化し、重複を除去する機能を追加 feat: Slack通知の送信時にテキストブロックを追加 feat: 注文IDをUUID形式から文字列に変換する処理を追加 feat: 画像を縦に結合する機能を追加し、通知に送信するチャートを改善 test: Slack通知の送信が一度だけ行われることを確認するテストを追加|quant_trading_system
2025-09-15 18:18:12 +0900|7a5ced3|feat: リラン後の結果再表示を有効にするフラグをリセットする機能を追加|quant_trading_system
2025-09-15 18:23:45 +0900|7c6038d|feat: CSV自動保存機能を追加し、保存先とファイル名形式を選択可能に|quant_trading_system
2025-09-15 18:27:40 +0900|0646f1b|feat: システム別CSVの自動保存機能を追加し、空のデータフレームはスキップするように修正|quant_trading_system
2025-09-15 18:27:52 +0900|5351be5|feat: カバレッジ情報を保存するための新しいファイルを追加|quant_trading_system
2025-09-15 22:04:39 +0900|bdee954|feat: 自動保存機能を追加し、手動保存ボタンを残す。手仕舞い計画の自動実行オプションを追加。エントリーキャッシュ機能を実装し、通知機能を強化。|quant_trading_system
2025-09-15 22:22:01 +0900|0edc606|feat: Slack通知を有効化するデフォルト設定を変更し、ドライランオプションのデフォルトを実発注に変更|quant_trading_system
2025-09-15 22:22:14 +0900|300e123|feat: カバレッジ情報を保存するための新しいファイルを追加|quant_trading_system
2025-09-16 12:45:26 +0900|f78203d|feat: シンボルとシステムのマッピングをロードする機能を追加し、キャッシュマネージャーのデータ処理を改善。Plotlyを使用したグラフ表示を実装し、テストを追加。|quant_trading_system
2025-09-16 12:45:38 +0900|8729a4e|feat: カバレッジ情報のバイナリファイルを更新|quant_trading_system
2025-09-16 13:31:29 +0900|37d47fc|feat: plotlyのインポートをオプショナルにし、_safe_float関数を追加して値を安全に変換する機能を実装|quant_trading_system
2025-09-16 14:32:13 +0900|ace7d0d|feat(scripts): include run summary details in notifications|quant_trading_system
2025-09-16 14:37:28 +0900|b5a2512|feat: 経過日手仕切りの上限日数を定義し、表示機能を追加。コードの可読性を向上させるためにインデントを修正|quant_trading_system
2025-09-16 15:13:28 +0900|05a277f|feat: 現在のアクティブポジション数をシステム名ごとに取得する機能を追加し、資金配分のロジックを改善。ログ出力を強化し、利用可能スロットを表示する機能を実装|quant_trading_system
2025-09-16 15:59:32 +0900|6bfa51d|feat: 各システムのデータ処理において、必須列の存在チェックを追加し、スキップ理由を詳細に記録する機能を実装|quant_trading_system
2025-09-16 17:17:30 +0900|7e8fa87|feat: システムのグループ化ユーティリティを追加し、スキップ理由の収集機能を実装。データ処理の安定性を向上させるための型強制を追加|quant_trading_system
2025-09-16 19:07:44 +0900|14b4f57|feat: データフレームのインデックスを正規化し、昇順・重複除去を実施。キャッシュデータの健全性を向上させるための処理を追加|quant_trading_system
2025-09-16 20:18:41 +0900|b752b50|feat: データフレームのインデックスを正規化し、重複を排除。OHLCV列を数値化する処理を追加し、エラーハンドリングを強化|quant_trading_system
2025-09-16 21:11:44 +0900|5d63504|feat: データ準備処理のエラーハンドリングを強化し、フォールバック機能を追加。シンボルの計算エラー時に全体を中断しないように修正|quant_trading_system
2025-09-16 23:04:25 +0900|6b81ba4|feat: メトリクスの要約処理を改善し、通知機能を強化。エグジット件数の推定を修正し、システム別の最終メトリクスを送信する機能を追加|quant_trading_system
2025-09-16 23:04:39 +0900|fd58dd5|feat: ログ出力の改善とデータ構造の更新。スキップしたデータの集計サマリーをログにのみ出力し、JSONファイルに新しいエントリを追加|quant_trading_system
2025-09-16 14:06:26 +0000|940c3a7|Initial plan|quant_trading_system
2025-09-16 14:17:23 +0000|224dffe|Add enhanced diagnostics and shortable checks, remove CSV download buttons|quant_trading_system
2025-09-16 14:20:35 +0000|87a2bfa|Add date validation, Long/Short display, and skipped symbols export|quant_trading_system
2025-09-16 14:22:28 +0000|8e02e85|Complete signal extraction improvements with documentation|quant_trading_system
2025-09-17 08:25:13 +0900|358e20a|feat: NYSEの営業状況を取得する機能を追加し、ポジションの現在値取得ロジックを改善。テストケースを更新|quant_trading_system
2025-09-17 08:45:31 +0900|0523ee0|feat: Alpacaのショート可否を確認する機能を追加し、システム2/6の候補を事前フィルタリング。スキップ理由の詳細をCSVに保存する機能を実装|quant_trading_system
2025-09-17 08:56:39 +0900|7f2c53f|feat: AlpacaダッシュボードのCSSを改善し、スタイルを統一。Plotlyのインポートエラーハンドリングを強化|quant_trading_system
2025-09-17 10:08:38 +0900|4701047|feat: append_to_cache関数に進捗報告機能を追加し、キャッシュ更新中のユーザー中断を処理する例外を実装|quant_trading_system
2025-09-17 10:08:57 +0900|35a8ecd|feat: 本日のシグナル表示を改善し、フォントを統一。ダウンロードボタンのキーにタイムスタンプを追加|quant_trading_system
2025-09-17 11:15:06 +0900|a6b90f4|feat: Plotlyのインポートエラーハンドリングを強化し、データフレームのカラム処理を改善。依存関係をrequirements-dev.txtに追加|quant_trading_system
2025-09-17 11:48:00 +0900|7c9ad16|feat: prepare_dataおよびgenerate_candidatesメソッドの引数名を変更し、コードの可読性を向上|quant_trading_system
2025-09-17 12:48:57 +0900|93df4a4|feat: 本日のシグナル実行ボタンの処理を改善し、CLI引数の解析とログ設定を整理|quant_trading_system
2025-09-17 13:55:27 +0900|6561056|Increase buffer days in cache configuration and settings from 40 to 100. Update various systems to retrieve the last closing price and include it in the generated signals. Adjust recent days in cache daily data script and lookback default in run_all_systems_today script from 240 to 300. Modify test for cache manager to reflect changes in buffer days.|quant_trading_system
2025-09-17 14:00:55 +0900|24aeed4|feat: データフレームの健全性チェックを追加し、NaN・型不一致・異常値を検出|quant_trading_system
2025-09-17 15:31:20 +0900|b5fd93c|feat: キャッシュ管理におけるデータ読み込みの警告処理を強化し、NaN・型不一致・非正値の健全性チェックを追加|quant_trading_system
2025-09-17 16:28:34 +0900|2bb1c02|feat: シンボルユニバースの準備と基本データのロード処理を追加し、シグナル抽出の流れを改善|quant_trading_system
2025-09-17 16:40:17 +0900|7546ac5|feat: run_all_systems_today関数を追加し、compute_today_signalsのエイリアスを設定|quant_trading_system
2025-09-17 19:42:42 +0900|7264754|feat: Enhance CacheManager and system6 logic with improved data handling and indicator calculations|quant_trading_system
2025-09-17 21:59:00 +0900|540c292|feat: 各システムのエントリ日付処理を改善し、NY証券取引所の翌営業日を取得する機能を追加|quant_trading_system
2025-09-17 22:02:49 +0900|6d07278|feat: データフレームの保有日数の正規化処理を追加し、カラム名を日本語に変更|quant_trading_system
2025-09-17 22:10:44 +0900|0248b32|feat: システム5のデータ準備関数を追加し、ローリングキャッシュの鮮度検証と自動更新機能を実装|quant_trading_system
2025-09-17 22:30:14 +0900|05356e6|Refactor system4 and system5: Enhance data preparation and indicator computation|quant_trading_system
2025-09-17 22:47:17 +0900|e5b09af|fix: refresh rolling cache and relax NaN screening|quant_trading_system
2025-09-17 22:49:54 +0900|6331862|test(position_age): clean future import|quant_trading_system
2025-09-17 23:34:07 +0900|1c2b53f|fix(core): repair system today signal helpers|quant_trading_system
2025-09-17 23:34:31 +0900|bf7bd03|Fix timezone handling for today signal candidates|quant_trading_system
2025-09-17 23:35:12 +0900|d31c310|feat(cache): support feather format in cache manager|quant_trading_system
2025-09-17 23:35:22 +0900|cf25449|optimize today's run data loading and parallelism|quant_trading_system
2025-09-17 23:36:11 +0900|2353082|optimize today's run data loading and parallelism|quant_trading_system
2025-09-18 07:52:02 +0900|0db4536|fix(config): extend rolling cache lookback|quant_trading_system
2025-09-18 07:58:00 +0900|312747f|optimize shared indicator cache reuse|quant_trading_system
2025-09-18 08:05:25 +0900|10d11de|feat(tools): export shared indicators csv|quant_trading_system
2025-09-18 13:43:51 +0900|c946b30|Implement setup evaluation and SPY caching updates|quant_trading_system
2025-09-18 22:40:13 +0900|82035a2|refactor(core): derive entry dates from calendar|quant_trading_system
2025-09-18 23:24:00 +0900|9268c42|fix(data_loader): insert base fallback for rolling profile|quant_trading_system
2025-09-18 23:34:31 +0900|c9ce90b|feat(common): add today signal fallback to legacy pipeline|quant_trading_system
2025-09-18 23:34:52 +0900|b6ccb57|feat(common): add today signal fallback to legacy pipeline|quant_trading_system
2025-09-19 00:41:52 +0900|3d7aab7|Optimize allocation and reuse position data|quant_trading_system
2025-09-19 00:46:09 +0900|0143e0f|feat(scripts): track basic load stats and reuse base cache|quant_trading_system
2025-09-19 01:01:22 +0900|e0ccb25|Simplify today signal pipeline data usage|quant_trading_system
2025-09-19 01:02:00 +0900|7bae9af|refactor(scripts): share base cache pool for basic data loading|quant_trading_system
2025-09-19 01:08:14 +0900|20bfdac|docs: record System5/6 exit fixes|quant_trading_system
2025-09-18 16:09:47 +0000|6d93fa1|Initial plan|quant_trading_system
2025-09-18 16:10:46 +0000|dd0116e|Initial plan|quant_trading_system
2025-09-18 16:11:14 +0000|fc23189|Initial plan|quant_trading_system
2025-09-19 06:28:50 +0900|52e3925|feat: Add daily run task and MCP server integration|quant_trading_system
2025-09-19 06:29:13 +0900|2fb1348|feat: Add coverage report file|quant_trading_system
2025-09-19 06:35:12 +0900|2cc49c5|feat: Enhance System5 and System6 exit logic and implement base cache management|quant_trading_system
2025-09-19 06:37:52 +0900|5df9d5d|fix: Remove unused imports from run_all_systems_today.py|quant_trading_system
2025-09-19 06:38:18 +0900|7406e40|feat: Add coverage report file|quant_trading_system
2025-09-19 06:52:43 +0900|7c91a80|feat: Add Codacy instructions for AI behavior and update .gitignore to exclude the instructions file|quant_trading_system
2025-09-19 07:30:07 +0900|9cf0ac1|fix: Improve date handling in rebuild_rolling_cache_from_base function|quant_trading_system
2025-09-19 08:48:08 +0900|6d8e4ee|fix(today): reinstate strategy preprocessing fallback|quant_trading_system
2025-09-19 09:02:08 +0900|6333185|fix(today_signals): guard system4 fast path on missing SPY|quant_trading_system
2025-09-19 09:03:27 +0900|1c92a3c|fix(today_signals): guard system4 fast path on missing SPY|quant_trading_system
2025-09-19 00:04:11 +0000|de5cffc|Initial plan|quant_trading_system
2025-09-20 02:07:43 +0900|95103d3|feat: Add MCP server integration and enhance cache management with freshness validation|quant_trading_system
2025-09-20 14:48:29 +0900|44ba4b9|Remove duplicate entry for SPY in universe_auto.txt and ensure ZYXI is properly formatted at the end of the file.|quant_trading_system
2025-09-20 14:48:41 +0900|eaafa0e|feat: Add coverage report file to track test coverage|quant_trading_system
2025-09-20 16:45:22 +0900|22100cc|feat: Add Codacy analysis files and enhance logging in today_signals.py and utils_spy.py|quant_trading_system
2025-09-20 20:59:58 +0900|529a6c2|feat: Add Codacy analysis script and update logging metrics in today_signals.py|quant_trading_system
2025-09-20 21:29:25 +0900|20cabd9|fix: Simplify base assignment logic in compute_today_signals function|quant_trading_system
2025-09-20 23:04:16 +0900|82d6dfa|feat: Enhance zero reason diagnostics and logging|quant_trading_system
2025-09-20 23:04:28 +0900|124e021|fix: 修正された環境変数チェックの条件を簡素化|quant_trading_system
2025-09-21 06:41:12 +0900|3f48208|fix: 早期終了理由を追加し、データフレームの生成を改善|quant_trading_system
2025-09-21 07:21:47 +0900|d11be6c|fix: ログコールバックのフォーマットを簡素化し、データ処理の安定性を向上|quant_trading_system
2025-09-21 07:21:56 +0900|6aae35a|fix: ログメッセージの行末にコメントを追加し、コードの可読性を向上|quant_trading_system
2025-09-21 10:56:17 +0900|a51ceee|Refactor strategies to allow top_n parameter override in candidate generation|quant_trading_system
2025-09-21 11:32:05 +0900|7f71ba6|Refactor indicators and cache management|quant_trading_system
2025-09-21 12:52:05 +0900|1349836|feat: OHLCV列名の正規化と統合機能を追加 fix: データ鮮度チェックのロギング機能を改善 test: データ鮮度フィルタリングのユニットテストを追加|quant_trading_system
2025-09-21 13:11:25 +0900|42a9886|feat: drop_duplicate_columns関数を追加し、重複カラムを解消する機能を実装|quant_trading_system
2025-09-21 14:39:15 +0900|3f4e583|Enhance stage metrics tracking and data type validation|quant_trading_system
2025-09-21 14:53:54 +0900|7d5915e|feat: ステージメトリクスストアに表示メトリクスの管理機能を追加|quant_trading_system
2025-09-21 15:14:01 +0900|9fd57f3|fix: 修正されたインポート順序とsys.pathの設定を追加|quant_trading_system
2025-09-21 15:42:49 +0900|64ec386|feat: max_symbolsの設定を追加し、処理上限銘柄数を制御する機能を実装|quant_trading_system
2025-09-21 16:18:00 +0900|62ae2f1|feat: シンボルマニフェストの保存と読み込み機能を追加し、データキャッシュの管理を改善|quant_trading_system
2025-09-21 16:32:38 +0900|8341563|feat: 新しいスクリプトを追加し、銘柄マニフェストの処理とデータの欠損分析機能を強化|quant_trading_system
2025-09-21 17:59:50 +0900|d88b00c|feat: EODHD参照銘柄数の取得機能を追加し、統計情報に関連情報を追加|quant_trading_system
2025-09-21 18:01:26 +0900|983f531|feat: 新しいスクリプトを追加し、欠損データの分析とレポート生成機能を実装|quant_trading_system
2025-09-21 20:12:25 +0900|f6b5836|feat: 銘柄ユニバースを取得・フィルタするユーティリティを追加し、日次データキャッシュの管理を改善|quant_trading_system
2025-09-21 21:22:53 +0900|d779b3d|Enhance symbol universe handling in scripts|quant_trading_system
2025-09-21 21:26:46 +0900|11cd137|refactor: 不要なインポートを削除し、コードの可読性を向上|quant_trading_system
2025-09-21 21:26:54 +0900|3c832ca|feat: カバレッジ情報を格納する新しいバイナリファイルを追加|quant_trading_system
2025-09-21 21:28:27 +0900|29e439b|fix: Noneチェックを追加し、データフレームの取得処理を改善|quant_trading_system
2025-09-21 21:28:36 +0900|388078a|feat: 新しいカバレッジ情報を格納するバイナリファイルを追加|quant_trading_system
2025-09-21 21:29:29 +0900|90281e7|feat: .coverageファイルを.gitignoreに追加|quant_trading_system
2025-09-21 22:13:57 +0900|a19a836|chore(config): enable cache rounding to 2 decimal places|quant_trading_system
2025-09-21 22:15:33 +0900|0389c24|feat: キャッシュの丸め桁数設定を追加し、データフレームの書き出し時に適用|quant_trading_system
2025-09-21 22:25:19 +0900|8252860|refactor: 不要なインポートと未使用の関数を削除|quant_trading_system
2025-09-21 23:08:39 +0900|a4e4ab6|feat: ステージカウントの最終化処理にスナップショットからのデータ取得を追加|quant_trading_system
2025-09-21 23:19:35 +0900|b99cc4f|feat: 主要指標列を定義し、キャッシュの読み込み時にNaN率をチェックするテストを追加|quant_trading_system
2025-09-22 09:28:42 +0900|1e52c5f|feat: Enhance bulk update functionality and introduce statistics tracking|quant_trading_system
2025-09-22 12:20:46 +0900|2fd001b|feat: 数値列を指定桁数に丸める機能を追加し、キャッシュ処理に適用|quant_trading_system
2025-09-22 20:22:31 +0900|008bbc1|Refactor test files and improve code readability|quant_trading_system
2025-09-22 20:37:44 +0900|22ec98a|feat: 型チェックのためのインポートを追加し、依存関係を動的に読み込む処理を実装|quant_trading_system
2025-09-22 21:25:49 +0900|4c13753|feat: 英語の曜日表示を追加し、NYSEのオープンまでのカウントダウン機能を実装。キャッシュ管理のCSV書き出し設定を追加。|quant_trading_system
2025-09-22 21:36:57 +0900|330750c|feat(cache): add CSV locale formatting and round_cache improvements; update README|quant_trading_system
2025-09-22 22:26:35 +0900|0dceded|fix: pandasの型互換性を確保するためにパスを文字列に変換; シグナルエントリ日関数の戻り値型を修正|quant_trading_system
2025-09-22 22:31:40 +0900|4c3a544|feat: ポジション管理機能を強化し、経過日手仕切りの即時決済を実装。データ処理の改善とエラーハンドリングを追加。|quant_trading_system
2025-09-22 22:45:48 +0900|2a54052|feat: DataFrameの結合時に全てNAの列を除外する関数を追加し、キャッシュ更新処理を改善|quant_trading_system
2025-09-22 22:49:46 +0900|b9700ef|feat: SMA/EMAおよびATR指標の列名を小文字に変更し、一貫性を向上|quant_trading_system
2025-09-22 22:53:30 +0900|767a794|feat: CacheUpdateInterruptedクラスを一般的な例外に変更し、進捗情報を保持する中断処理を改善|quant_trading_system
2025-09-22 22:56:50 +0900|95d0c30|fix: castを使用してallowed_recent_datesの型を明示的に指定し、Timestamp変換時のエラー処理を改善|quant_trading_system
2025-09-23 11:56:58 +0900|6241dc6|Add tests for appending to cache with NaN prices and progress tracking|quant_trading_system
2025-09-23 12:13:40 +0900|d521cbc|feat: 本日のBulk更新を明示的に実行するオプションを追加し、引数未指定時のデフォルト動作を変更|quant_trading_system
2025-09-23 14:52:50 +0900|dd5d9b5|Refactor code structure for improved readability and maintainability|quant_trading_system
2025-09-23 15:48:49 +0900|8907726|Add Gemini documentation and implement run_auto_rule script with PowerShell wrapper|quant_trading_system
2025-09-23 17:48:31 +0900|4a01533|Refactor configuration handling and improve CSV settings|quant_trading_system
2025-09-23 18:14:23 +0900|3bad4ca|feat: 新しい統計表示とキャッシュ検証機能を追加し、データ保存先を拡張|quant_trading_system
2025-09-23 18:26:08 +0900|c78e75b|refactor: コードの冗長性を削減し、データフレームの再構築条件を簡素化|quant_trading_system
2025-09-23 19:19:07 +0900|be1a0d9|refactor: NAN列の管理を改善し、必須およびオプションの列のチェックを明確化|quant_trading_system
2025-09-23 20:02:50 +0900|9cdaaed|feat: システム設定を更新し、各戦略のパラメータをドキュメントに合わせて追加|quant_trading_system
2025-09-23 20:39:50 +0900|df1e018|feat: 今日の実行モードを確認する関数を追加し、シンボルリストの出力を制御|quant_trading_system
2025-09-23 21:02:28 +0900|5ea4498|feat: 各列のルックバックを追加し、NaN比率の計算を改善|quant_trading_system
2025-09-23 21:03:39 +0900|d89d641|feat: NaNを0として扱うようにspy_filterの処理を改善|quant_trading_system
2025-09-23 21:22:42 +0900|3834f30|feat: NaN率チェック機能を追加し、スキップされた列のログ出力を実装|quant_trading_system
2025-09-23 21:54:23 +0900|009d97a|feat: ストリームリットAPIをメインスレッドからのみ呼び出すように修正し、バックグラウンドスレッドでの呼び出しを防止|quant_trading_system
2025-09-23 22:49:00 +0900|3b3f2e2|Refactor code for improved readability and maintainability|quant_trading_system
2025-09-24 22:42:25 +0900|c413719|Refactor code for improved readability and maintainability|quant_trading_system
2025-09-25 06:15:10 +0900|7a39572|Refactor CacheManager and DataFrame utilities|quant_trading_system
2025-09-25 07:53:33 +0900|5c0c4b7|feat: Enhance header message logging in execute_today_signals|quant_trading_system
2025-09-25 23:46:41 +0900|0449cfa|feat: 指標列名を大文字に統一し、API呼び出し時に小文字変換を追加|quant_trading_system
2025-09-26 00:04:05 +0900|83566dc|feat: 指標列の大文字・小文字対応を改善し、標準化処理を強化|quant_trading_system
2025-09-26 09:25:05 +0900|9e4ac93|Refactor type checking for entry_loc in system strategies|quant_trading_system
2025-09-26 09:28:21 +0900|5b16c8e|refactor: Import statements reordered for consistency and clarity|quant_trading_system
2025-09-27 00:07:16 +0900|10e5514|Add comprehensive tests for ui_components and utils modules|quant_trading_system
2025-09-27 00:07:33 +0900|d152b30|Refactor test cases in system3 and system4 to improve readability and maintainability|quant_trading_system
2025-09-27 00:39:42 +0900|da45666|Add comprehensive tests for System6 direct functions and refactor UI component tests|quant_trading_system
2025-09-27 06:43:09 +0900|af78ea8|Refactor and enhance tests across multiple modules|quant_trading_system
2025-09-27 07:04:11 +0900|d6c0076|feat: Implement System2 core logic for RSI spike strategy|quant_trading_system
2025-09-27 08:28:31 +0900|4e50748|feat: Optimize Phase2 data loading and introduce new normalization script|quant_trading_system
2025-09-27 09:40:05 +0900|4fc574f|feat: Enhance rolling indicators processing and validation|quant_trading_system
2025-09-27 09:57:57 +0900|370018c|Refactor I/O Optimization Benchmark and related tests|quant_trading_system
2025-09-27 10:41:13 +0900|cd0baf1|feat: Introduce system-specific configurations and refactor strategies|quant_trading_system
2025-09-27 10:42:19 +0900|53c7898|refactor: Replace typing imports with built-in types for consistency|quant_trading_system
2025-09-27 10:48:33 +0900|0e1d6e6|refactor: Update imports to use cache_format instead of cache_manager for round_dataframe|quant_trading_system
2025-09-27 11:05:27 +0900|2977dd1|chore: pre-reorganization backup - save current state before directory restructure|quant_trading_system
2025-09-27 11:38:14 +0900|ef5c84f|Add experimental tests for pipeline functionality and performance optimizations|quant_trading_system
2025-09-27 11:46:00 +0900|027f50c|feat: Reorganize project structure (Phase 1)|quant_trading_system
2025-09-27 11:59:44 +0900|4aa46a1|feat: Reorganize applications (Phase 2)|quant_trading_system
2025-09-27 13:59:04 +0900|f02b786|Add System6 and System7 implementations for SPY data processing and caching|quant_trading_system
2025-09-27 13:59:20 +0900|dd5d907|refactor: Improve code readability by formatting and organizing function definitions and error messages|quant_trading_system
2025-09-27 16:41:18 +0900|ef58db7|Add comprehensive tests for indicators_precompute.py|quant_trading_system
2025-09-27 10:03:30 +0000|9ae5abf|Initial plan|quant_trading_system
2025-09-27 10:07:50 +0000|5146f95|Initial test infrastructure assessment and syntax fix|quant_trading_system
2025-09-27 10:11:51 +0000|32f934f|Fix System5 test imports and update tests for current implementation|quant_trading_system
2025-09-27 10:21:13 +0000|fada002|Create comprehensive test helper framework and examples|quant_trading_system
2025-09-27 10:23:21 +0000|17b6b19|Complete testing infrastructure improvements with comprehensive documentation|quant_trading_system
2025-09-27 22:22:16 +0900|d982e1e|Add comprehensive tests for systems and modules, refactor imports, and deprecate unused scripts|quant_trading_system
2025-09-27 23:05:59 +0900|2441594|feat: Add configuration files for linting and spell checking, and refactor app_today_signals.py for improved readability and functionality|quant_trading_system
2025-09-27 23:50:37 +0900|6161f37|refactor: Clean up logging and import statements in app_today_signals.py and run_all_systems_today.py|quant_trading_system
2025-09-27 23:50:54 +0900|ced852d|fix: Improve logging format and handle unexpected results in execute_today_signals|quant_trading_system
2025-09-27 23:51:30 +0900|fa97c63|refactor: Reorganize import statements in run_all_systems_today.py for improved readability|quant_trading_system
2025-09-28 07:35:54 +0900|4bc15db|Pre-cleanup snapshot: Major reorganization and cleanup preparation|quant_trading_system
2025-09-28 08:26:24 +0900|2172d6d|Refactor and enhance tests for System5 strategy and final allocation module|quant_trading_system
2025-09-28 10:44:50 +0900|f3ac4f8|Add sys.path manipulation for project root and refactor allocation logic|quant_trading_system
2025-09-28 17:12:58 +0900|eb5dd0d|Refactor imports and error handling across multiple modules|quant_trading_system
2025-09-28 17:25:08 +0900|2b247a4|refactor: Replace direct client.get_orders calls with ba.get_open_orders for consistency|quant_trading_system
2025-09-28 18:15:05 +0900|cfce630|refactor: Update Alpaca API key environment variables and enhance debugging tools|quant_trading_system
2025-09-28 23:39:46 +0900|87be4aa|refactor: Improve SPY data processing and error handling in recover_spy_cache.py|quant_trading_system
2025-09-29 00:01:11 +0900|5cb8c03|refactor: Add SPY data analysis and caching functionality in check_spy_data.py, enhance error handling in recover_spy_cache.py, and implement tests for CacheManager in test_cache_manager.py|quant_trading_system
2025-09-29 00:44:57 +0900|20d7f72|docs: summarize signal system improvements|quant_trading_system
2025-09-29 00:46:15 +0900|7bdcb8d|feat: Add scripts for debugging and checking rolling data indicators|quant_trading_system
2025-09-29 00:49:29 +0900|0a151ba|style: Format log message for better readability in _load_basic_data function|quant_trading_system
2025-09-29 02:06:57 +0900|2bcba10|feat: Improve stage tracking and logging for new listings and data validation|quant_trading_system
2025-09-29 22:15:40 +0900|6826719|feat: Add test symbol generation script and enhance SPY cache recovery with error handling|quant_trading_system
2025-09-29 23:22:20 +0900|e7776e4|feat: Implement System6 core logic for mean-reversion momentum burst strategy|quant_trading_system
2025-09-29 23:49:39 +0900|b802bd9|feat: Normalize indicator names and improve progress tracking across systems|quant_trading_system
2025-09-29 23:57:06 +0900|1bf4ea7|feat: Improve logging levels for rolling issues and enhance test coverage for System2 indicators|quant_trading_system
2025-09-30 00:06:30 +0900|7483512|feat: Remove progress text display in ProgressUI and normalize indicator names in tests|quant_trading_system
2025-09-30 07:22:54 +0900|a94fe7f|feat: Refactor imports in app_system6.py for improved organization and clarity|quant_trading_system
2025-09-30 07:58:01 +0900|7d879b2|feat: Implement historical analysis for System6 setup conditions and enhance candidate generation statistics|quant_trading_system
2025-09-29 23:31:38 +0000|e1d4c5f|Initial plan|quant_trading_system
2025-09-29 23:38:19 +0000|9fd937a|Fix System6 fixed_mode parameter support|quant_trading_system
2025-09-30 22:31:24 +0900|4d1ffa4|feat: Update System6 candidate selection guidance and adjust default symbol limit|quant_trading_system
2025-09-30 22:34:45 +0900|63f051c|feat: Update System6 candidate selection guidance and adjust default symbol limit in UI components|quant_trading_system
2025-09-30 23:08:33 +0900|883dda8|feat: Improve System6 candidate selection guidance and enhance logging for better user experience|quant_trading_system
